UID,Name,Position,Age,Height,Weight,Inf,Club,Division,Nat,2nd Nat,Home-Grown Status,Personality,Media Handling,Wage,Transfer Value,Asking Price,Preferred Foot,Yel,xG,Starts,Red,PoM,Pen/R,Pens S,Pens Saved Ratio,Pens Saved,Pens Faced,Pens,Mins,Gls/90,Conc,Gls,Fls,FA,xG/90,xG-OP,xA/90,xA,Con/90,Clean Sheets,Av Rat,Mins/Gl,Ast,Hdrs A,Apps,Tck/90,Tck W,Tck A,Tck R,Shot/90,Shot %,ShT/90,ShT,Shots Outside Box/90,Shts Blckd/90,Shts Blckd,Shots,Svt,Svp,Svh,Sv %,Pr passes/90,Pr Passes,Pres C/90,Pres C,Pres A/90,Pres A,Poss Won/90,Poss Lost/90,Ps C/90,Ps C,Ps A/90,Pas A,Pas %,OP-KP/90,OP-KP,OP-Crs C/90,OP-Crs C,OP-Crs A/90,OP-Crs A,OP-Cr %,Off,Gl Mst,K Tck/90,K Tck,K Ps/90,K Pas,K Hdrs/90,Int/90,Itc,Sprints/90,Hdr %,Hdrs W/90,Hdrs,Hdrs L/90,Goals Outside Box,xSv %,xGP/90,xGP,Drb/90,Drb,Dist/90,Distance,Cr C/90,Cr C,Crs A/90,Cr A,Cr C/A,Conv %,Clr/90,Clear,CCC,Ch C/90,Blk/90,Blk,Asts/90,Aer A/90,Fixed_Positions
2000053956,Abde,"M/AM (RL), ST (C)",27,176 cm,70 kg,,AlavÃ©s,LaLiga EA Sports,ALG,ESP,-,,Scouting Required,17000.0,€180K - €18M,-,Right,6,4.53,32,0,0,-,0,-,-,-,0,2033,0.04,-,1,31,23,0.2,-3.53,0.13,2.93,-,-,6.73,0.00,3,105,32 (4),2.35,53,67,79%,1.24,21%,0.27,6,0.27,0.00,0,28,-,-,-,-,2.35,53,3.32,75,12.79,289,3.45,24.3,26.03,588,30.24,683,86%,1.06,24,0.27,6,2.17,49,25%,5,0,0.04,1,1.06,24,0.09,1.64,37,14.79,15%,0.71,16,3.94,1,-,-,-,1.99,45,0.0km,272.2km,0.27,6,2.17,49,12%,4%,1.11,25,3,0.16,0.40,9,0.13,4.65,"['MR', 'ML', 'AMR', 'AML', 'STC']"
2000033089,Pablo IbaÃ±ez,"D (C), DM, M (C)",27,179 cm,75 kg,Wnt,AlavÃ©s,LaLiga EA Sports,ESP,BAS,-,,Scouting Required,30500.0,€42M - €86M,-,Right,1,1.41,11,0,1,-,0,-,-,-,0,1491,0.12,-,2,19,8,0.09,0.59,0.1,1.71,-,-,6.91,0.00,0,94,11 (17),1.75,29,33,88%,0.54,33%,0.18,3,0.00,0.54,9,9,-,-,-,-,3.86,64,1.63,27,6.7,111,12.92,5.49,47.57,788,53.36,884,89%,0.72,12,0.00,0,0.30,5,0%,0,0,0.24,4,0.72,12,0.42,1.93,32,9.9,60%,3.38,56,2.29,0,-,-,-,0.36,6,0.0km,211.7km,0.00,0,0.30,5,-,22%,0.72,12,2,0.15,0.30,5,-,5.67,"['DC', 'MC']"
67018270,RaÃºl FernÃ¡ndez,GK,38,195 cm,91 kg,,AlavÃ©s,LaLiga EA Sports,ESP,BAS,-,,Scouting Required,38000.0,€12K - €120K,-,Right,0,0.0,7,0,0,-,0,-,0,0,0,830,-,14,0,0,2,0.0,0.0,0.0,0.0,1.52,2,6.64,-,0,-,7 (4),-,-,0,-,-,-,-,-,-,-,-,0,1,11,8,-5%,0.0,0,0.0,0,0.0,0,1.95,9.43,17.35,160,24.07,222,72%,0.0,0,-,-,-,-,-,0,0,0.0,0,-,0,0.0,-,0,0.0,-,-,-,-,-,-1114%,-0.34,-3.11,-,0,0.0km,50.9km,-,-,-,-,-,-,7.7,-,0,-,-,-,-,-,[]
14110829,Lucas BoyÃ©,"AM (RLC), ST (C)",30,179 cm,81 kg,,AlavÃ©s,LaLiga EA Sports,ARG,ITA,-,,Scouting Required,59000.0,€54M - €105M,-,Right,0,5.64,27,0,2,-,0,-,-,-,0,2180,0.08,-,2,21,43,0.23,-3.64,0.09,2.24,-,-,6.8,0.00,1,165,27 (7),1.69,41,50,82%,2.23,41%,0.91,22,0.66,0.00,0,54,-,-,-,-,1.24,30,2.23,54,9.29,225,2.77,21.18,22.95,556,27.62,669,83%,0.83,20,0.12,3,1.61,39,8%,10,0,0.04,1,0.83,20,0.08,1.49,36,10.57,39%,2.64,64,4.17,0,-,-,-,2.02,49,0.0km,294.5km,0.12,3,1.61,39,7%,4%,0.58,14,2,0.08,0.29,7,0.04,6.81,"['AMR', 'AML', 'AMC', 'STC']"
67157152,Mariano,ST (C),32,181 cm,77 kg,Int,AlavÃ©s,LaLiga EA Sports,DOM,ESP,-,,Scouting Required,27000.0,€160K - €16M,-,Right,0,1.65,4,0,0,-,0,-,-,-,0,753,0.48,-,4,13,16,0.2,2.35,0.06,0.54,-,-,6.66,0.00,0,85,4 (21),1.31,11,13,85%,1.91,63%,1.20,10,0.36,0.00,0,16,-,-,-,-,0.72,6,1.55,13,7.89,66,0.48,19.36,19.96,167,24.02,201,83%,0.48,4,0.12,1,0.60,5,20%,4,0,0.0,0,1.43,12,0.0,0.36,3,7.05,39%,3.94,33,6.22,0,-,-,-,0.36,3,0.0km,96.9km,0.12,1,0.60,5,20%,25%,0.24,2,0,-,0.12,1,-,10.16,['STC']
2000013687,Hugo Novoa,"WB/M/AM (R), ST (C)",23,182 cm,68 kg,,AlavÃ©s,LaLiga EA Sports,ESP,,-,,Scouting Required,40500.0,€325K - €32M,-,Right,1,0.97,6,0,0,-,0,-,-,-,0,893,0.10,-,1,5,10,0.1,0.03,0.15,1.47,-,-,6.86,0.00,1,56,6 (21),1.81,18,21,86%,1.31,46%,0.60,6,0.40,0.00,0,13,-,-,-,-,2.22,22,2.52,25,10.58,105,3.93,20.36,29.33,291,33.86,336,87%,0.91,9,0.81,8,3.93,39,39%,3,0,0.0,0,1.61,16,0.1,1.31,13,13.3,38%,2.12,21,3.53,0,-,-,-,2.72,27,0.0km,119.4km,0.91,9,4.33,43,20%,8%,0.81,8,3,0.87,0.10,1,0.10,5.64,"['WBR', 'MR', 'AMR', 'STC']"
67157535,Jon Guridi,"DM, M/AM (C)",31,179 cm,64 kg,,AlavÃ©s,LaLiga EA Sports,ESP,BAS,-,,Scouting Required,57000.0,Not for Sale,-,Left,0,0.97,16,0,0,-,0,-,-,-,0,1463,0.06,-,1,22,11,0.06,0.03,0.09,1.5,-,-,6.83,0.00,3,48,16 (7),2.46,40,46,87%,0.80,38%,0.31,5,0.25,0.18,3,13,-,-,-,-,4.06,66,2.89,47,10.21,166,11.26,8.92,45.83,745,52.11,847,88%,0.74,12,0.06,1,0.55,9,13%,0,0,0.06,1,0.74,12,0.12,1.41,23,12.18,60%,1.78,29,1.17,0,-,-,-,0.62,10,0.0km,210.8km,0.06,1,0.55,9,11%,8%,0.55,9,1,0.07,0.31,5,0.18,2.95,"['MC', 'AMC']"
67186869,Antonio Sivera,GK,29,185 cm,75 kg,,AlavÃ©s,LaLiga EA Sports,ESP,,-,,Scouting Required,82500.0,€105M - €13M,-,Right Only,1,0.0,36,0,2,-,0,20%,1,5,0,3070,-,42,0,1,15,0.0,0.0,0.0,0.0,1.23,8,6.74,-,0,-,36,0.03,1,5,20%,-,-,-,-,-,-,-,0,25,59,30,-1%,0.0,0,0.0,0,0.0,0,3.49,5.86,24.21,826,28.41,969,85%,0.0,0,-,-,-,-,-,0,0,0.0,0,-,0,0.0,-,0,0.0,-,-,-,-,-,-751%,0.30,10.33,-,0,0.0km,213.1km,-,-,-,-,-,-,1.26,-,0,-,-,-,-,-,[]
19363221,Calebe,"M (C), AM (LC), ST (C)",26,173 cm,67 kg,,AlavÃ©s,LaLiga EA Sports,BRA,,-,,Scouting Required,19250.0,€17M - €37M,-,Left,1,3.9,23,0,0,-,0,-,-,-,0,1515,0.12,-,2,8,23,0.23,-1.9,0.2,3.4,-,-,6.81,0.00,3,103,23,1.72,29,38,76%,1.37,26%,0.36,6,0.48,0.00,0,23,-,-,-,-,1.84,31,2.79,47,9.8,165,11.52,16.1,27.15,457,32.44,546,84%,1.31,22,0.18,3,0.89,15,24%,3,0,0.0,0,1.66,28,0.06,1.84,31,11.52,20%,1.25,21,4.87,0,-,-,-,1.43,24,0.0km,216.3km,0.24,4,2.02,34,20%,9%,1.54,26,6,0.63,0.36,6,0.18,6.12,"['MC', 'AML', 'AMC', 'STC']"
14030263,SebastiÃ¡n Moyano,GK,35,188 cm,79 kg,,Aldosivi,Liga Profesional de FÃºtbol,ARG,,-,,Scouting Required,3200.0,€35K,-,Right,0,0.0,13,0,0,-,0,0%,0,2,0,1078,-,12,0,0,7,0.0,0.0,0.0,0.0,1.00,5,6.54,-,0,-,13,0.00,0,2,0%,-,-,-,-,-,-,-,0,7,10,4,-3%,0.0,0,0.0,0,0.0,0,2.59,6.85,12.11,145,21.62,259,56%,0.0,0,-,-,-,-,-,0,1,0.0,0,-,0,0.0,-,0,0.0,-,-,-,-,-,-868%,0.16,1.94,-,0,0.0km,47.9km,-,-,-,-,-,-,5.68,-,0,-,-,-,-,-,[]
14076296,Yonathan Cabral,D (C),34,188 cm,84 kg,,Aldosivi,Liga Profesional de FÃºtbol,ARG,,-,,Scouting Required,8000.0,€22K - €230K,-,Right Only,0,0.17,4,0,0,-,0,-,-,-,0,714,-,-,0,7,0,0.02,-0.17,0.0,0.0,-,-,6.65,-,1,26,4 (8),1.51,12,13,92%,0.25,0%,0.00,0,0.00,0.76,6,2,-,-,-,-,2.02,16,0.63,5,1.64,13,6.81,1.51,30.25,240,37.94,301,80%,0.25,2,0.00,0,0.13,1,0%,0,0,0.25,2,0.25,2,0.5,0.50,4,2.52,81%,2.65,21,0.63,0,-,-,-,-,0,0.0km,43.2km,0.00,0,0.13,1,-,-,0.63,5,0,-,0.25,2,0.13,3.28,['DC']
2000183492,Bastien Meupiyou,"D (C), DM",20,191 cm,79 kg,Int,Alverca SAD,Liga Portugal Betclic,FRA,CMR,-,,Scouting Required,3100.0,€900K - €92M,-,Left,1,2.1,38,0,2,-,0,-,-,-,0,3435,0.03,-,1,34,16,0.06,-1.1,0.04,1.61,-,-,6.75,0.00,1,228,38 (2),1.41,54,74,73%,0.52,20%,0.10,4,0.10,1.15,44,20,-,-,-,-,3.85,147,1.62,62,5.76,220,15.46,3.64,46.03,1757,52.48,2003,88%,0.34,13,0.05,2,0.18,7,33%,2,0,0.26,10,0.34,13,0.71,1.49,57,7.47,68%,4.09,156,1.89,1,-,-,-,0.37,14,0.0km,451.6km,0.05,2,0.18,7,28%,5%,1.13,43,5,0.43,0.31,12,0.03,5.97,['DC']
67071183,Sergi GÃ³mez,D (C),34,183 cm,74 kg,,Alverca SAD,Liga Portugal Betclic,ESP,,-,,Scouting Required,18750.0,Not for Sale,-,Right,8,2.4,25,0,0,-,0,-,-,-,0,2240,-,-,0,19,13,0.1,-2.4,0.05,1.24,-,-,6.77,-,3,177,25,1.37,34,41,83%,0.60,7%,0.04,1,0.12,1.69,42,15,-,-,-,-,3.66,91,1.08,27,3.46,86,20.85,2.29,53.2,1324,60.23,1499,88%,0.28,7,0.00,0,0.08,2,0%,2,0,0.24,6,0.28,7,0.8,1.93,48,5.67,67%,4.78,119,2.33,1,-,-,-,0.04,1,0.0km,292.9km,0.00,0,0.08,2,-,-,1.17,29,4,0.76,0.56,14,0.12,7.11,['DC']
2000107087,Jelani Trevisan,"AM (C), ST (C)",21,182 cm,71 kg,,Alverca SAD,Liga Portugal Betclic,BEL,,-,,Scouting Required,1300.0,€15K - €14K,-,Right Only,0,0.91,2,0,0,-,0,-,-,-,0,538,0.17,-,1,3,7,0.15,0.09,0.06,0.37,-,-,6.53,0.00,1,56,2 (25),1.00,6,8,75%,2.34,36%,0.84,5,1.34,0.00,0,14,-,-,-,-,0.84,5,1.51,9,7.53,45,0.5,20.58,21.08,126,24.09,144,88%,0.84,5,0.00,0,1.34,8,0%,3,0,0.0,0,0.84,5,0.17,0.33,2,6.36,43%,4.01,24,5.35,0,-,-,-,1.34,8,0.0km,70.2km,0.00,0,1.34,8,-,7%,0.5,3,0,-,-,0,0.17,9.37,"['AMC', 'STC']"
83169933,Chiquinho,"M (R), AM (RL)",26,179 cm,72 kg,,Alverca SAD,Liga Portugal Betclic,POR,CPV,-,,Scouting Required,12000.0,€17M - €21M,-,Right Only,7,3.46,36,0,4,-,0,-,-,-,0,3139,0.09,-,3,51,54,0.1,-0.46,0.25,8.72,-,-,7.15,0.00,4,197,36 (1),2.70,94,113,83%,0.95,27%,0.26,9,0.37,0.00,0,33,-,-,-,-,3.18,111,3.44,120,11.98,418,8.09,11.27,26.75,933,31.51,1099,85%,1.0,35,0.49,17,3.01,105,27%,14,0,0.09,3,1.00,35,0.0,1.78,62,15.77,34%,1.89,66,3.76,0,-,-,-,3.41,119,0.0km,430.0km,0.63,22,5.02,175,16%,9%,0.86,30,16,0.95,0.26,9,0.11,5.65,"['MR', 'AMR', 'AML']"
2000104876,Steven Baseya,D (R),21,189 cm,72 kg,,Alverca SAD,Liga Portugal Betclic,COD,FRA,-,,Scouting Required,1100.0,€85K - €850K,-,Right,2,2.02,12,0,0,-,0,-,-,-,0,1058,-,-,0,15,5,0.17,-2.02,0.01,0.12,-,-,6.36,-,0,75,12 (15),2.98,35,37,95%,1.11,8%,0.09,1,0.34,1.19,14,13,-,-,-,-,4.59,54,2.81,33,8.08,95,8.76,18.71,37.68,443,45.85,539,82%,0.94,11,0.85,10,3.49,41,25%,0,1,0.17,2,0.94,11,0.34,1.87,22,10.97,69%,4.42,52,1.96,0,-,-,-,1.11,13,0.0km,134.6km,0.85,10,3.49,41,24%,-,1.19,14,2,0.18,0.77,9,-,6.38,['DR']
28113829,Nabil Touaizi,"AM (RLC), ST (C)",25,183 cm,78 kg,,Alverca SAD,Liga Portugal Betclic,MAR,ESP,Trained in nation (15-21),,Scouting Required,2400.0,€325K - €1M,-,Right Only,0,3.81,7,0,0,-,0,-,-,-,0,1214,0.22,-,3,18,34,0.28,-0.81,0.05,0.62,-,-,6.62,0.00,0,128,7 (29),1.71,23,25,92%,2.82,42%,1.19,16,0.59,0.00,0,38,-,-,-,-,0.59,8,1.56,21,6.52,88,0.96,20.91,20.68,279,24.02,324,86%,0.3,4,0.07,1,0.52,7,14%,14,0,0.0,0,0.30,4,0.07,1.41,19,6.45,27%,2.59,35,6.89,0,-,-,-,1.26,17,0.0km,154.7km,0.07,1,0.52,7,14%,8%,0.37,5,3,0.23,0.22,3,-,9.49,"['AMR', 'AML', 'AMC', 'STC']"
2000076067,Marko MilovanoviÄ,ST (C),22,196 cm,85 kg,,Alverca SAD,Liga Portugal Betclic,SRB,,-,,Scouting Required,15500.0,€70K - €700K,-,Right,3,10.02,35,1,0,-,0,-,-,-,0,3014,0.33,-,11,26,83,0.3,0.98,0.07,2.49,-,-,6.78,0.00,2,331,35 (4),1.40,47,62,76%,2.48,34%,0.84,28,0.66,0.03,1,83,-,-,-,-,0.81,27,1.52,51,7.05,236,3.11,19.59,18.9,633,22.19,743,85%,0.81,27,0.15,5,0.57,19,33%,6,0,0.03,1,0.81,27,0.33,0.69,23,6.18,46%,4.57,153,5.32,0,-,-,-,0.72,24,0.0km,388.5km,0.15,5,0.57,19,26%,13%,0.63,21,2,0.07,0.15,5,0.06,9.88,['STC']
19302919,LÃ©o Chu,"AM (L), ST (C)",26,178 cm,69 kg,Wnt,Alverca SAD,Liga Portugal Betclic,BRA,USA,-,Balanced,Media-friendly,11250.0,€500K - €49M,-,Left,0,8.18,37,0,1,0%,0,-,-,-,1,3040,0.30,-,10,25,85,0.24,1.82,0.15,5.14,-,-,6.88,0.00,3,297,37 (1),1.36,46,54,85%,1.98,46%,0.92,31,0.56,0.00,0,67,-,-,-,-,1.18,40,1.66,56,9.36,316,4.97,13.29,22.83,771,26.35,890,87%,0.77,26,0.12,4,1.30,44,40%,8,0,0.0,0,0.77,26,0.03,1.15,39,9.59,24%,2.10,71,6.69,0,-,-,-,1.42,48,0.0km,408.2km,0.12,4,1.33,45,9%,15%,0.77,26,4,0.41,0.33,11,0.09,8.79,"['AML', 'STC']"
2000143010,TomÃ¡s Mendes,M/AM (C),21,181 cm,74 kg,,Alverca SAD,Liga Portugal Betclic,ESP,GNB,-,,Scouting Required,1300.0,€20K - €190K,-,Right,4,1.29,37,0,0,-,0,-,-,-,0,2471,-,-,0,29,11,0.05,-1.29,0.21,5.68,-,-,6.52,-,1,123,37 (1),1.49,41,61,67%,0.47,46%,0.22,6,0.18,0.00,0,13,-,-,-,-,4.44,122,2.73,75,10.09,277,6.77,16.79,40.14,1102,45.6,1252,88%,1.68,46,0.18,5,0.91,25,67%,2,0,0.0,0,1.68,46,0.18,1.27,35,7.54,26%,1.17,32,3.31,0,-,-,-,0.76,21,0.0km,335.3km,0.18,5,0.91,25,20%,-,1.02,28,9,0.85,0.40,11,0.04,4.48,"['MC', 'AMC']"
19296898,Matheus Mendes,GK,27,190 cm,89 kg,,Alverca SAD,Liga Portugal Betclic,BRA,,-,,Scouting Required,3800.0,€325K - €33M,-,Right Only,0,0.0,38,0,2,-,0,50%,1,2,0,3157,-,53,0,0,12,0.0,0.0,0.0,0.0,1.51,8,6.65,-,0,-,38,0.03,1,2,50%,-,-,-,-,-,-,-,0,41,86,38,0%,0.0,0,0.0,0,0.0,0,5.05,6.76,16.36,574,22.98,806,71%,0.03,1,-,-,-,-,-,0,1,0.0,0,0.03,1,0.0,-,0,0.0,-,-,-,-,-,-935%,0.10,3.66,-,0,0.0km,186.6km,-,-,-,-,-,-,7.07,-,0,-,-,-,-,-,[]
2000173957,CÃ©dric Nuozzi,"M/AM (L), ST (C)",20,181 cm,72 kg,Wnt,Alverca SAD,Liga Portugal Betclic,BEL,,-,Balanced,Media-friendly,1100.0,€170K - €550K,-,Right,2,0.86,24,0,0,-,0,-,-,-,0,2142,-,-,0,26,16,0.04,-0.86,0.11,2.7,-,-,6.85,-,3,141,24 (14),1.60,38,48,79%,0.59,36%,0.21,5,0.17,0.00,0,14,-,-,-,-,3.24,77,2.61,62,11.68,278,4.03,17.56,27.14,646,32.1,764,85%,1.68,40,0.84,20,4.62,110,42%,7,0,0.08,2,1.68,40,0.04,2.02,48,12.31,45%,2.65,63,3.28,1,-,-,-,2.48,59,0.0km,290.1km,0.84,20,4.62,110,18%,-,1.01,24,4,0.36,0.71,17,0.13,5.92,"['ML', 'AML', 'STC']"
2000016400,GonÃ§alo Esteves,D/WB (R),22,171 cm,72 kg,,Alverca SAD,Liga Portugal Betclic,POR,,-,,Scouting Required,7250.0,€90K - €900K,-,Right,13,1.88,26,0,1,-,0,-,-,-,0,2274,-,-,0,34,27,0.07,-1.88,0.06,1.43,-,-,6.62,-,3,128,26 (3),2.22,56,66,85%,0.87,14%,0.12,3,0.28,1.23,31,22,-,-,-,-,4.83,122,2.02,51,7.08,179,12.7,13.81,37.8,955,44.29,1119,85%,1.19,30,1.03,26,4.91,124,42%,2,1,0.36,9,1.19,30,0.16,2.22,56,15.24,47%,2.37,60,2.69,0,-,-,-,1.50,38,0.0km,323.5km,1.03,26,4.91,124,20%,-,1.58,40,4,0.36,0.91,23,0.12,5.07,"['DR', 'WBR']"
2000055607,Esteban Lozano,ST (C),23,185 cm,80 kg,Wnt,AmÃ©rica,Liga BBVA MX,MEX,ESP,-,,Scouting Required,4300.0,Unknown,-,Unknown,0,1.1,6,0,0,-,0,-,-,-,0,606,0.59,-,4,6,5,0.16,2.9,0.06,0.39,-,-,6.51,0.00,0,17,6 (4),0.89,6,8,75%,2.38,44%,1.04,7,0.45,0.00,0,16,-,-,-,-,0.15,1,0.3,2,1.78,12,0.0,8.61,16.34,110,25.54,172,64%,0.0,0,0.00,0,0.15,1,0%,0,0,0.0,0,-,0,0.0,0.15,1,1.34,53%,1.34,9,1.19,0,-,-,-,0.15,1,0.0km,18.4km,0.00,0,0.15,1,-,25%,0.15,1,0,-,-,0,-,2.52,['STC']
2000211183,Ralph Orquin,D/WB (L),23,177 cm,70 kg,,AmÃ©rica,Liga BBVA MX,USA,MEX,-,,Scouting Required,48500.0,Unknown,-,Unknown,3,0.67,40,0,1,-,0,-,-,-,0,3452,-,-,0,47,45,0.02,-0.67,0.11,4.17,-,-,6.72,-,3,99,40,2.11,81,100,81%,0.18,14%,0.03,1,0.00,0.21,8,7,-,-,-,-,3.08,118,1.51,58,5.87,225,7.3,10.12,29.2,1120,35.72,1370,82%,0.52,20,0.29,11,1.23,47,48%,1,0,0.1,4,0.63,24,0.08,1.46,56,9.33,41%,1.07,41,1.51,0,-,-,-,0.91,35,0.0km,291.8km,0.29,11,1.23,47,23%,-,0.81,31,2,0.16,0.55,21,0.08,2.58,"['DL', 'WBL']"
51078546,RaÃºl BeltrÃ¡n,D (L),25,172 cm,64 kg,Inj,AmÃ©rica,Liga BBVA MX,MEX,,-,,Scouting Required,525.0,Unknown,-,Unknown,0,0.1,14,0,0,-,0,-,-,-,0,1260,-,-,0,20,9,0.01,-0.1,0.0,0.0,-,-,5.99,-,0,0,14,1.57,22,23,96%,0.14,0%,0.00,0,0.00,0.00,0,2,-,-,-,-,0.0,0,0.0,0,0.0,0,0.0,0.0,12.93,181,20.0,280,65%,0.0,0,0.00,0,0.00,0,-,0,0,0.0,0,-,0,0.0,-,0,0.0,-,-,-,-,0,-,-,-,-,0,0.0km,0.0km,0.00,0,0.00,0,-,-,0.0,0,0,-,-,0,-,-,['DL']
51000042,HÃ©ctor Moreno,D (C),38,182 cm,79 kg,Ret,AmÃ©rica,Liga BBVA MX,MEX,ESP,-,,Scouting Required,86500.0,€18K - €170K,-,Left,0,0.0,8,1,0,-,0,-,-,-,0,698,-,-,0,5,7,0.0,0.0,0.0,0.01,-,-,6.89,-,2,13,8,1.16,9,9,100%,-,-,-,-,0.00,0.52,4,0,-,-,-,-,0.9,7,0.26,2,0.64,5,2.97,1.03,22.95,178,28.88,224,79%,0.13,1,0.00,0,0.00,0,-,0,0,0.0,0,0.13,1,0.13,0.26,2,0.9,69%,1.16,9,0.52,0,-,-,-,0.13,1,0.0km,19.1km,0.00,0,0.00,0,-,-,0.13,1,0,-,0.13,1,0.26,1.68,['DC']
51011883,NÃ©stor Araujo,D (C),34,188 cm,87 kg,Ret,AmÃ©rica,Liga BBVA MX,MEX,,-,,Scouting Required,131000.0,€15K - €12K,-,Right,1,0.41,22,1,0,-,0,-,-,-,0,1959,0.05,-,1,29,24,0.02,0.59,0.02,0.38,-,-,6.86,0.00,3,63,22 (2),1.52,33,34,97%,0.28,17%,0.05,1,0.05,0.23,5,6,-,-,-,-,1.33,29,0.28,6,1.24,27,5.74,1.29,30.18,657,35.6,775,85%,0.18,4,0.00,0,0.05,1,0%,0,0,0.14,3,0.18,4,0.14,0.74,16,2.11,54%,1.56,34,1.33,0,-,-,-,0.09,2,0.0km,95.4km,0.00,0,0.05,1,-,17%,0.51,11,0,-,0.32,7,0.14,2.89,['DC']
85132406,Allan Saint-Maximin,"M/AM (RL), ST (C)",29,173 cm,67 kg,,AmÃ©rica,Liga BBVA MX,FRA,GLP,-,Fairly Ambitious,Media-friendly,176000.0,€20M - €30M,-,Right,1,11.09,42,0,8,100%,1,-,-,-,1,3465,0.29,-,11,35,71,0.29,-0.09,0.14,5.57,-,-,7.3,0.00,6,93,42,1.87,72,87,83%,2.47,47%,1.17,45,0.57,0.00,0,95,-,-,-,-,1.66,64,2.29,88,7.51,289,2.83,9.19,24.08,927,30.39,1170,79%,0.86,33,0.26,10,1.90,73,34%,13,0,0.03,1,0.99,38,0.03,0.99,38,8.31,19%,0.47,18,1.95,1,-,-,-,2.47,95,0.0km,286.9km,0.34,13,2.03,78,13%,12%,0.36,14,9,0.77,0.10,4,0.16,2.42,"['MR', 'ML', 'AMR', 'AML', 'STC']"
2000292698,Patrick Villa,D (R),22,178 cm,75 kg,,AmÃ©rica,Liga BBVA MX,MEX,,-,,Scouting Required,575.0,Unknown,-,Unknown,0,0.53,9,0,0,-,0,-,-,-,0,792,0.11,-,1,9,5,0.06,0.47,0.02,0.14,-,-,6.72,0.00,2,30,9 (2),2.50,22,24,92%,0.57,0%,0.00,0,0.11,0.23,2,5,-,-,-,-,1.59,14,1.02,9,3.18,28,2.73,14.2,26.59,234,34.89,307,76%,0.57,5,0.11,1,1.36,12,11%,1,0,0.11,1,0.57,5,0.23,1.14,10,4.43,67%,2.27,20,1.14,0,-,-,-,0.11,1,0.0km,43.0km,0.11,1,1.36,12,8%,20%,0.68,6,1,0.38,0.45,4,0.23,3.41,['DR']
2000162928,Dagoberto Espinoza,DM,22,178 cm,72 kg,,AmÃ©rica,Liga BBVA MX,MEX,,-,,Scouting Required,40000.0,Unknown,-,Unknown,1,0.53,8,0,0,-,0,-,-,-,0,846,-,-,0,18,20,0.06,-0.53,0.26,2.45,-,-,6.63,-,0,34,8 (10),2.98,28,34,82%,0.74,14%,0.11,1,0.21,0.11,1,7,-,-,-,-,3.83,36,2.34,22,9.15,86,9.89,7.34,49.26,463,58.62,551,84%,0.64,6,0.00,0,0.32,3,0%,0,0,0.0,0,0.64,6,0.21,2.13,20,11.49,29%,1.06,10,2.55,0,-,-,-,0.53,5,0.0km,111.2km,0.00,0,0.32,3,-,-,0.64,6,9,1.79,0.53,5,-,3.62,[]
51040877,Henry MartÃ­n,ST (C),33,177 cm,73 kg,,AmÃ©rica,Liga BBVA MX,MEX,,-,,Scouting Required,72500.0,€21M - €47M,-,Right,0,14.45,38,0,2,-,0,-,-,-,0,3025,0.45,-,15,33,65,0.43,0.55,0.15,4.93,-,-,6.93,0.00,5,184,38,1.37,46,60,77%,3.75,51%,1.90,64,0.57,0.00,0,126,-,-,-,-,0.65,22,0.98,33,4.2,141,1.76,8.75,16.72,562,21.99,739,76%,0.54,18,0.06,2,0.57,19,50%,15,0,0.0,0,0.54,18,0.12,0.54,18,3.81,34%,1.84,62,3.63,2,-,-,-,0.65,22,0.0km,226.9km,0.06,2,0.57,19,10%,12%,0.15,5,7,0.55,0.09,3,0.15,5.47,['STC']
2002076779,AarÃ³n Arredondo,DM,23,177 cm,73 kg,,AmÃ©rica,Liga BBVA MX,MEX,,-,,Scouting Required,1100.0,Unknown,-,Unknown,0,1.2,15,0,0,-,0,-,-,-,0,1350,0.07,-,1,5,9,0.08,-0.2,0.0,0.0,-,-,6.19,0.00,2,0,15,1.73,26,49,53%,0.47,29%,0.13,2,0.00,0.00,0,7,-,-,-,-,0.0,0,0.0,0,0.0,0,0.0,0.0,13.33,200,20.0,300,67%,0.0,0,0.00,0,0.00,0,-,0,0,0.0,0,-,0,0.0,-,0,0.0,-,-,-,-,0,-,-,-,-,0,0.0km,0.0km,0.00,0,0.00,0,-,14%,0.0,0,0,-,-,0,0.13,-,[]
2000131399,Francisco GarcÃ­a,ST (C),22,185 cm,70 kg,,AmÃ©rica,Liga BBVA MX,MEX,,-,,Scouting Required,2000.0,Unknown,-,Unknown,0,1.33,7,0,0,-,0,-,-,-,0,630,0.29,-,2,2,6,0.19,0.67,0.18,1.27,-,-,6.44,0.00,2,0,7,0.57,4,8,50%,2.29,38%,0.86,6,0.00,0.00,0,16,-,-,-,-,0.0,0,0.0,0,0.0,0,0.0,0.0,13.29,93,20.0,140,66%,0.0,0,0.00,0,0.00,0,-,0,0,0.0,0,-,0,0.0,-,0,0.0,-,-,-,-,0,-,-,-,-,0,0.0km,0.0km,0.00,0,0.00,0,-,13%,0.0,0,0,-,-,0,0.29,-,['STC']
